613 687 -138.50
607 703 -138.50
596 708 -136.40
586 713 -138.10
576 719 -137.30
564 724 -138.30
553 730 -137.20
540 736 -134.30
529 742 -134.30
515 748 -135.00
505 753 -133.80
491 767 -133.50
495 777 -134.50
497 782 -132.70
501 791 -135.30
505 802 -134.70
511 817 -134.20
516 828 -131.60
521 840 -134.60
525 849 -130.90
530 862 -132.00
535 874 -132.80
540 886 -132.60
544 896 -131.80
552 915 -131.50
558 930 -132.70
563 941 -132.90
568 953 -134.10
573 966 -132.50
579 980 -133.90
580 987 -132.80
567 1001 -134.60
557 1005 -135.50
546 1010 -137.00
535 1014 -134.90
524 1019 -133.60
513 1023 -136.20
501 1028 -136.00
484 1036 -136.30
477 1038 -137.40
465 1043 -139.50
453 1049 -139.30
440 1053 -138.30
428 1058 -139.40
416 1063 -139.50
405 1068 -139.40
394 1081 -138.70
397 1088 -142.10
399 1095 -141.50
404 1107 -142.60
408 1118 -139.70
412 1128 -140.80
418 1143 -140.40
425 1160 -138.50
429 1171 -137.50
434 1183 -134.50
438 1194 -134.30
442 1204 -137.00
448 1218 -136.30
452 1229 -135.90
457 1242 -136.80
462 1254 -134.40
466 1264 -133.90
469 1272 -132.10
473 1282 -132.20
480 1299 -132.60
486 1314 -135.20
490 1325 -134.50
495 1338 -133.10
499 1347 -131.50
502 1355 -129.90
508 1370 -132.50
513 1383 -132.20
515 1388 -132.70
522 1406 -132.30
527 1419 -135.10
531 1430 -132.40
536 1443 -133.80
540 1454 -134.90
545 1467 -134.30
550 1480 -134.80
554 1490 -132.80
559 1503 -129.70
562 1511 -128.50
566 1522 -117.80
569 1530 -113.40
573 1540 -127.30
577 1550 -135.00
582 1564 -133.80
587 1576 -132.40
591 1586 -134.10
599 1606 -133.70
605 1621 -133.20
609 1631 -132.50
614 1644 -124.70
617 1652 -134.50
623 1667 -136.50
628 1679 -139.80
632 1689 -139.80
636 1699 -138.30
641 1712 -140.10
645 1722 -139.60
649 1732 -139.30
654 1745 -138.10
658 1755 -138.20
664 1770 -134.30
667 1779 -137.40
671 1792 -141.50
676 1804 -143.00
680 1812 -143.80
685 1823 -145.60
690 1834 -142.40
695 1845 -144.90
700 1856 -143.10
704 1865 -143.40
709 1877 -139.30
714 1890 -136.10
719 1902 -143.60
724 1914 -141.30
728 1926 -139.10
733 1938 -136.80
737 1950 -135.70
742 1963 -135.50
750 1982 -137.30
755 1997 -136.30
753 2011 -133.50
751 2012 -137.10
737 2017 -138.40
726 2021 -135.30
715 2025 -136.20
704 2029 -135.00
693 2033 -137.80
682 2037 -137.00
672 2041 -135.40
658 2046 -137.50
647 2050 -140.10
636 2054 -140.10
625 2058 -140.60
614 2062 -142.20
604 2067 -140.90
585 2073 -142.50
570 2079 -140.70
558 2084 -137.80
547 2089 -138.60
537 2096 -141.20
542 2111 -147.30
545 2120 -145.10
548 2130 -146.20
551 2141 -146.90
554 2153 -146.40
556 2164 -145.00
558 2176 -145.80
561 2188 -145.50
564 2201 -144.20
567 2213 -145.90
570 2225 -145.20
573 2239 -145.70
578 2261 -146.20
581 2270 -143.70
583 2279 -144.20
586 2289 -147.00
588 2299 -148.60
591 2311 -148.50
594 2323 -148.20
599 2342 -145.50
602 2354 -145.50
606 2367 -146.70
609 2379 -143.00
612 2391 -137.50
616 2406 -136.50
619 2415 -137.80
622 2424 -140.30
626 2438 -140.30
628 2450 -137.00
629 2456 -136.50
633 2475 -140.80
635 2485 -140.90
638 2497 -144.20
642 2513 -143.60
645 2526 -143.50
649 2540 -142.50
651 2549 -144.50
654 2560 -146.70
657 2573 -145.30
660 2585 -145.70
662 2593 -144.00
665 2605 -148.20
668 2617 -146.40
673 2637 -149.20
676 2650 -147.60
678 2658 -148.20
682 2674 -147.00
684 2682 -147.00
687 2697 -143.70
689 2707 -146.10
702 2712 -148.50
705 2712 -150.60
713 2710 -147.60
728 2707 -149.40
739 2705 -150.20
751 2703 -151.90
764 2700 -153.30
782 2697 -152.80
797 2694 -148.10
812 2680 -143.20
811 2674 -145.00
809 2662 -144.90
807 2651 -143.60
805 2639 -140.80
803 2627 -143.50
801 2614 -142.60
799 2602 -142.50
797 2589 -141.90
795 2577 -140.00
793 2564 -137.20
791 2551 -138.90
788 2537 -139.70
786 2524 -139.80
784 2511 -139.70
782 2498 -139.90
780 2486 -141.70
778 2474 -138.70
776 2462 -138.70
775 2450 -138.30
773 2437 -137.90
771 2424 -135.80
770 2411 -135.60
768 2400 -131.10
767 2390 -133.20
766 2379 -133.20
765 2368 -133.20
762 2348 -132.00
761 2335 -132.10
759 2323 -131.80
758 2310 -130.80
766 2290 -131.60
763 2273 -130.10
759 2260 -126.80
757 2254 -133.90
752 2238 -138.90
748 2225 -138.90
743 2210 -140.20
743 2209 -138.50
760 2203 -140.40
770 2199 -138.70
780 2195 -139.60
793 2190 -136.70
808 2185 -135.30
815 2182 -133.50
826 2178 -131.80
836 2174 -133.50
846 2170 -133.40
864 2163 -135.60
871 2160 -133.10
876 2158 -133.70
899 2149 -136.60
910 2146 -131.70
923 2140 -128.00
934 2134 -131.80
934 2129 -130.30
936 2114 -131.60
937 2100 -126.20
938 2091 -128.00
939 2075 -126.70
941 2062 -127.70
942 2051 -125.60
943 2038 -120.80
951 2023 -127.90
959 2019 -126.50
974 2012 -128.00
982 2008 -131.00
979 2001 -129.10
974 1987 -131.50
970 1977 -131.70
963 1960 -129.10
959 1950 -129.40
954 1938 -128.30
950 1928 -124.00
945 1915 -131.60
941 1905 -132.00
936 1892 -133.30
932 1882 -129.20
927 1869 -125.60
923 1859 -127.30
918 1847 -126.70
914 1836 -122.90
910 1825 -121.50
906 1816 -122.00
901 1802 -121.00
896 1790 -121.60
892 1779 -121.30
887 1767 -120.10
882 1754 -120.30
877 1741 -123.80
873 1731 -127.40
869 1720 -127.00
863 1705 -126.00
859 1695 -130.20
852 1677 -132.00
850 1672 -133.60
842 1652 -136.70
838 1642 -133.80
833 1630 -136.70
829 1620 -137.00
824 1607 -132.30
820 1597 -136.20
816 1587 -132.50
811 1575 -127.10
807 1565 -131.50
802 1552 -132.00
798 1542 -131.10
793 1530 -130.90
788 1517 -129.70
782 1502 -126.80
776 1487 -122.80
772 1476 -115.00
768 1465 -109.50
764 1455 -115.20
760 1444 -120.50
756 1434 -120.80
752 1423 -122.50
748 1412 -120.90
744 1401 -117.20
739 1389 -117.40
735 1378 -118.20
731 1367 -118.00
726 1355 -120.20
718 1335 -119.50
713 1323 -121.90
708 1311 -121.20
703 1299 -124.50
697 1285 -123.70
693 1275 -125.50
689 1266 -127.50
681 1255 -128.20
674 1247 -126.80
667 1237 -128.30
661 1228 -129.60
655 1216 -128.30
652 1206 -127.90
650 1193 -125.90
653 1181 -127.00
650 1170 -124.70
645 1157 -123.90
640 1145 -126.00
635 1132 -124.70
630 1120 -125.30
626 1110 -129.30
621 1097 -124.00
613 1077 -126.90
609 1067 -131.80
605 1057 -131.60
600 1045 -132.60
595 1032 -136.80
590 1016 -134.90
590 1003 -135.00
592 996 -134.50
597 991 -133.30
606 987 -135.70
609 986 -133.30
618 982 -134.30
630 977 -135.20
647 971 -134.40
662 964 -136.20
673 959 -139.30
684 955 -137.60
696 950 -136.30
708 945 -137.40
719 940 -136.80
732 935 -138.60
747 929 -140.00
758 924 -138.20
769 919 -131.80
779 928 -130.80
784 941 -133.10
786 946 -131.10
790 956 -135.00
795 968 -133.60
800 980 -131.70
804 990 -132.40
808 1000 -130.10
812 1011 -128.10
817 1023 -130.00
824 1041 -130.00
830 1055 -127.90
835 1067 -125.70
840 1080 -122.10
844 1090 -121.10
849 1102 -123.90
855 1117 -122.70
859 1127 -122.30
862 1134 -120.90
867 1147 -121.10
872 1159 -122.50
876 1169 -122.50
881 1181 -120.70
885 1191 -118.60
889 1201 -119.20
894 1214 -119.30
898 1224 -118.80
903 1236 -115.10
908 1248 -117.60
912 1259 -112.20
917 1271 -111.00
922 1283 -112.00
926 1294 -110.00
931 1306 -109.10
937 1320 -104.70
942 1333 -104.40
949 1350 -98.900
953 1362 -96.300
958 1373 -94.200
963 1386 -93.800
967 1397 -97.400
971 1407 -99.300
975 1417 -98.200
980 1430 -99.600
984 1441 -98.800
988 1451 -96.100
993 1464 -92.100
998 1477 -96.600
1002 1488 -102.70
1007 1500 -102.80
1012 1513 -108.10
1016 1524 -108.30
1021 1537 -108.30
1025 1547 -106.30
1029 1558 -105.30
1034 1571 -106.20
1038 1581 -104.90
1043 1594 -102.00
1048 1607 -98.300
1053 1620 -100.00
1057 1631 -102.30
1061 1642 -100.90
1065 1652 -102.50
1070 1664 -101.50
1074 1675 -105.00
1078 1685 -107.50
1084 1701 -109.20
1089 1714 -111.00
1095 1729 -111.70
1100 1742 -111.80
1104 1753 -113.30
1108 1763 -113.60
1113 1776 -114.30
1118 1789 -117.60
1123 1802 -119.50
1127 1813 -123.30
1132 1826 -119.10
1136 1836 -119.10
1139 1844 -119.30
1143 1854 -115.90
1147 1865 -120.80
1151 1875 -126.30
1155 1886 -127.60
1162 1904 -127.00
1168 1919 -131.10
1172 1930 -128.80
1176 1940 -129.20
1180 1951 -133.10
1184 1962 -131.70
1189 1973 -131.30
1195 1983 -131.60
1200 1994 -131.80
1204 2005 -132.10
1209 2016 -135.30
1213 2028 -131.90
1218 2040 -133.00
1222 2050 -136.90
