1781 1345 -119.20
1794 1340 -121.10
1805 1336 -124.30
1819 1325 -125.90
1816 1314 -131.70
1813 1303 -136.70
1809 1288 -133.10
1806 1277 -131.40
1803 1265 -131.00
1799 1251 -130.10
1797 1243 -129.10
1793 1228 -131.30
1789 1213 -131.30
1785 1199 -130.30
1783 1191 -128.60
1780 1180 -124.80
1778 1174 -116.00
1775 1162 -114.50
1772 1150 -118.20
1769 1139 -128.70
1764 1121 -130.80
1760 1106 -133.80
1757 1095 -132.00
1754 1083 -130.80
1750 1069 -133.70
1747 1057 -131.90
1743 1043 -129.00
1741 1035 -131.40
1737 1020 -129.30
1734 1009 -129.80
1731 998 -133.50
1728 987 -128.30
1725 976 -131.70
1722 965 -132.20
1718 950 -131.70
1714 935 -132.60
1710 920 -134.00
1707 909 -130.00
1704 898 -127.50
1700 883 -128.10
1697 872 -131.20
1680 861 -130.80
1670 863 -133.90
1657 867 -136.30
1647 870 -134.60
1637 873 -133.60
1626 876 -133.90
1613 880 -132.90
1603 883 -130.40
1589 887 -131.60
1576 891 -129.90
1566 894 -134.40
1549 899 -133.10
1537 901 -131.30
1524 903 -134.40
1513 904 -132.30
1502 907 -132.80
1490 911 -133.00
1477 914 -132.50
1463 918 -133.20
1453 921 -133.40
1444 923 -130.70
1433 926 -130.70
1420 930 -124.90
1409 933 -118.80
1398 936 -123.00
1386 940 -129.30
1374 945 -129.30
1364 949 -125.20
1351 955 -128.70
1341 958 -128.60
1322 966 -129.40
1309 971 -130.50
1297 976 -128.30
1287 980 -124.90
1275 985 -122.00
1264 989 -111.80
1253 993 -114.60
1242 998 -127.90
1232 1002 -128.80
1220 1007 -127.90
1209 1011 -126.30
1197 1016 -123.00
1187 1020 -127.10
1174 1025 -119.00
1164 1029 -124.20
1152 1034 -114.60
1138 1040 -122.80
1125 1045 -125.50
1112 1055 -124.90
1110 1064 -123.60
1107 1079 -124.10
1102 1087 -121.00
1096 1096 -113.50
1093 1100 -111.50
1072 1111 -115.80
1064 1114 -118.30
1056 1111 -120.80
1045 1107 -122.20
1037 1105 -122.60
1029 1101 -122.70
1019 1097 -123.30
994 1096 -124.60
983 1101 -124.00
966 1109 -119.70
950 1116 -122.00
935 1117 -124.40
925 1118 -123.80
913 1123 -123.00
898 1129 -126.20
890 1132 -125.90
880 1136 -125.40
868 1152 -122.40
872 1162 -121.80
876 1172 -123.60
880 1182 -117.30
885 1195 -119.10
889 1205 -119.90
893 1215 -119.50
898 1227 -116.30
903 1240 -118.10
908 1252 -115.20
912 1262 -112.20
916 1272 -111.50
922 1287 -110.50
928 1301 -108.90
935 1317 -105.50
941 1330 -105.40
946 1340 -102.20
950 1350 -97.100
955 1361 -96.200
959 1372 -91.800
964 1383 -97.500
968 1393 -98.100
972 1404 -99.500
976 1415 -98.200
982 1428 -101.10
987 1440 -97.200
992 1452 -94.100
996 1463 -93.500
1001 1475 -97.600
1005 1485 -102.00
1010 1497 -106.90
1015 1509 -107.70
1023 1529 -107.40
1028 1541 -106.60
1033 1554 -107.40
1038 1566 -107.70
1043 1578 -105.40
1048 1590 -103.10
1053 1603 -102.50
1056 1615 -99.100
1056 1622 -102.20
1047 1628 -102.80
1039 1631 -105.00
1026 1636 -108.50
1014 1640 -111.60
1005 1644 -109.90
989 1649 -116.00
981 1652 -116.60
969 1657 -116.60
958 1661 -115.90
947 1665 -118.50
934 1670 -116.30
914 1678 -119.80
904 1682 -120.10
893 1686 -120.30
881 1691 -122.40
869 1695 -124.60
857 1700 -125.30
846 1704 -126.80
835 1708 -129.10
824 1712 -128.20
812 1717 -132.20
802 1721 -131.80
790 1725 -133.40
779 1730 -134.70
766 1734 -136.10
753 1740 -134.50
740 1744 -130.00
728 1749 -134.30
718 1753 -132.70
706 1757 -134.60
693 1762 -132.60
680 1768 -134.20
674 1771 -135.90
661 1766 -138.30
656 1753 -138.90
649 1735 -140.20
646 1727 -140.40
641 1715 -139.60
636 1701 -138.40
632 1691 -139.30
627 1678 -138.00
622 1665 -132.90
618 1655 -126.90
613 1642 -131.60
608 1630 -132.80
605 1621 -133.00
600 1608 -132.70
596 1598 -135.40
591 1586 -135.00
586 1573 -135.20
580 1558 -132.90
576 1548 -116.90
572 1537 -115.10
567 1525 -123.90
563 1513 -129.90
559 1503 -133.30
555 1492 -136.30
550 1480 -133.00
546 1469 -136.30
541 1457 -133.60
537 1446 -131.10
533 1436 -133.90
529 1425 -133.90
524 1413 -133.20
520 1402 -130.90
515 1391 -132.30
511 1379 -129.90
506 1367 -131.40
498 1347 -132.90
494 1335 -133.30
489 1323 -133.30
485 1313 -131.00
481 1302 -131.80
477 1292 -132.40
472 1281 -133.20
468 1269 -134.90
464 1259 -135.60
459 1246 -134.70
454 1235 -134.80
449 1221 -136.30
444 1209 -135.90
438 1194 -135.20
434 1184 -136.40
429 1171 -137.10
424 1159 -138.80
420 1149 -137.60
416 1139 -139.50
410 1124 -142.20
405 1111 -140.30
400 1100 -140.30
396 1090 -138.00
391 1080 -138.50
401 1067 -138.30
410 1064 -136.50
423 1059 -138.50
437 1053 -137.60
452 1047 -136.50
463 1043 -135.30
475 1038 -136.70
485 1034 -136.80
497 1029 -135.50
508 1025 -135.50
520 1020 -135.20
530 1016 -136.30
543 1011 -137.50
556 1006 -135.80
569 1001 -136.20
579 998 -132.40
589 993 -133.20
598 990 -133.70
609 985 -133.90
622 980 -132.70
632 976 -135.50
643 972 -134.80
655 967 -135.20
665 963 -137.90
683 956 -138.00
700 949 -136.10
710 945 -136.00
723 940 -136.00
733 936 -137.40
748 930 -139.50
761 925 -139.00
771 921 -135.50
781 917 -130.10
792 913 -137.20
802 909 -137.10
812 905 -136.70
824 900 -137.40
835 896 -139.10
847 891 -138.70
860 886 -139.40
870 882 -137.00
883 877 -135.60
896 872 -134.50
907 868 -134.80
918 864 -132.30
929 860 -129.60
946 854 -129.70
960 849 -128.60
967 833 -126.30
965 821 -126.10
963 806 -129.00
961 793 -129.10
960 780 -130.10
960 767 -127.80
959 762 -127.00
953 763 -128.90
941 765 -125.20
929 767 -127.10
917 769 -128.20
905 771 -131.80
893 773 -135.00
881 775 -134.00
869 777 -132.70
853 780 -135.60
835 783 -137.40
810 782 -139.70
820 758 -143.70
824 747 -144.00
829 734 -141.10
833 723 -140.40
833 723 -137.00
836 715 -143.00
840 702 -140.40
845 680 -138.90
847 670 -138.40
849 658 -137.80
849 649 -138.10
850 639 -140.10
850 628 -137.20
851 625 -136.70
851 612 -138.70
847 591 -139.90
838 575 -136.00
834 566 -136.10
828 555 -135.00
822 544 -136.50
817 534 -136.30
810 521 -137.00
794 514 -137.40
789 514 -138.40
776 512 -137.30
770 515 -137.80
760 520 -142.20
747 526 -142.40
722 538 -141.00
711 543 -138.80
699 548 -138.40
690 552 -138.90
679 557 -138.40
669 561 -135.90
656 567 -136.80
644 572 -137.70
633 577 -139.90
619 583 -139.50
607 588 -139.10
593 594 -139.20
580 600 -138.30
574 605 -140.20
582 617 -140.00
588 629 -140.30
